annee,code,libelle,codspe,codniv,codec,cm,td,tp,tpe,cr
2024/2025,BAT111,Mathématiques I,BAT,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,BAT112,Physique et Chimie,BAT,01,FOND,35.0,23.0,12.0,5.0,5.0
2024/2025,BAT113,Procédés généraux de construction,BAT,01,PROF,25.0,15.0,0.0,5.0,3.0
2024/2025,BAT114,Dessin et technologie de bâtiment,BAT,01,PROF,35.0,10.0,0.0,0.0,3.0
2024/2025,BAT115,Organisation des chantiers,BAT,01,PROF,35.0,20.0,0.0,5.0,4.0
2024/2025,BAT116,Architecture et Résistance des matériaux,BAT,01,PROF,45.0,55.0,15.0,5.0,8.0
2024/2025,BAT117,Formation bilingue,BAT,01,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,BAT121,Mathématiques II,BAT,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,BAT122,Physique et Informatique,BAT,01,FOND,35.0,20.0,15.0,5.0,5.0
2024/2025,BAT123,Bureau d’étude et projets,BAT,01,PROF,40.0,20.0,10.0,5.0,5.0
2024/2025,BAT124,Topographie I,BAT,01,PROF,20.0,10.0,10.0,5.0,3.0
2024/2025,BAT125,Béton armé I,BAT,01,PROF,30.0,25.0,0.0,5.0,4.0
2024/2025,BAT126,Géotechnique et Résistances des matériaux II,BAT,01,PROF,55.0,20.0,10.0,5.0,6.0
2024/2025,BAT127,"Création d’entreprise et Education civique et
éthique",BAT,01,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,BAT231,Mathématiques III,BAT,02,FOND,30.0,30.0,0.0,0.0,4.0
2024/2025,BAT232,Physique et Chimie,BAT,02,FOND,35.0,20.0,15.0,5.0,5.0
2024/2025,BAT233,Equipements et Matériaux,BAT,02,PROF,55.0,20.0,0.0,0.0,5.0
2024/2025,BAT234,Résistance III,BAT,02,PROF,20.0,10.0,10.0,5.0,3.0
2024/2025,BAT235,Béton Armé II et Dessin assisté par ordinateur,BAT,02,PROF,40.0,15.0,45.0,5.0,7.0
2024/2025,BAT236,Procédés et techniques de réalisation,BAT,02,PROF,30.0,15.0,0.0,0.0,3.0
2024/2025,BAT237,Comptabilité et Droit du travail,BAT,02,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,BAT241,Mathématiques IV,BAT,02,FOND,30.0,30.0,0.0,0.0,4.0
2024/2025,BAT242,Informatique II,BAT,02,FOND,20.0,10.0,40.0,5.0,5.0
2024/2025,BAT243,Bureau d’etude II et Dessin assisté par ordinateur,BAT,02,PROF,30.0,10.0,30.0,5.0,5.0
2024/2025,BAT244,Fondations et soutènements,BAT,02,PROF,20.0,10.0,15.0,0.0,3.0
2024/2025,BAT245,Topographie II et Essais,BAT,02,PROF,25.0,10.0,20.0,5.0,4.0
2024/2025,BAT246,Stage professionnel,BAT,02,PROF,0.0,0.0,60.0,30.0,6.0
2024/2025,BAT247,Economie,BAT,02,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,BOW111,Engineering Mathematics I ,BOW,01,FUND,30.0,25.0,0.0,5.0,4.0
2024/2025,BOW112,Enginer in the Society ,BOW,01,FUND,30.0,25.0,15.0,5.0,5.0
2024/2025,BOW113,Methods and jigs and fixtures ,BOW,01,PROF,35.0,20.0,0.0,5.0,4.0
2024/2025,BOW114,Practice of welding ,BOW,01,PROF,10.0,0.0,60.0,5.0,5.0
2024/2025,BOW115,Technology and Materials ,BOW,01,PROF,40.0,30.0,0.0,5.0,5.0
2024/2025,BOW116,Marking out I ,BOW,01,PROF,25.0,15.0,15.0,5.0,4.0
2024/2025,BOW117,Bilingual training ,BOW,01,TRANS,25.0,17.0,0.0,3.0,3.0
2024/2025,BOW121,"Engineering Mathematics II and Fluid
Mechanics ",BOW,01,FUND,30.0,25.0,0.0,5.0,4.0
2024/2025,BOW122,Workshop supervisor Management ,BOW,01,FUND,35.0,20.0,15.0,5.0,5.0
2024/2025,BOW123,"Analysis and Design of metal
structures ",BOW,01,PROF,35.0,20.0,0.0,5.0,4.0
2024/2025,BOW124,Design of sheet metal structures ,BOW,01,PROF,15.0,10.0,30.0,5.0,4.0
2024/2025,BOW125,Metallurgy I ,BOW,01,PROF,30.0,25.0,15.0,5.0,5.0
2024/2025,BOW126,"Computer aided drawing
(Autocard) ",BOW,01,PROF,20.0,15.0,35.0,5.0,5.0
2024/2025,BOW127,"Computer for business I / Civic and
Moral Education ",BOW,01,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,BOW231,EngineeringMathematics III ,BOW,02,FUND,30.0,25.0,0.0,5.0,4.0
2024/2025,BOW232,"Computer for business and computer
programming ",BOW,02,FUND,30.0,25.0,15.0,5.0,5.0
2024/2025,BOW233,"numerical control and costs
estimation ",BOW,02,PROF,30.0,30.0,10.0,5.0,5.0
2024/2025,BOW234,Methods and jigs and fixtures II ,BOW,02,PROF,27.0,15.0,0.0,3.0,3.0
2024/2025,BOW235,CAD and metallurgy II ,BOW,02,PROF,35.0,20.0,15.0,5.0,5.0
2024/2025,BOW236,Metrology ,BOW,02,PROF,20.0,5.0,45.0,5.0,5.0
2024/2025,BOW237,"Environmental Engineering and
Enterpreneuriaship ",BOW,02,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,BOW241,Engineering Mathematics IV ,BOW,02,FUND,30.0,25.0,0.0,5.0,4.0
2024/2025,BOW242,Physics and chemistry ,BOW,02,FUND,20.0,10.0,40.0,5.0,5.0
2024/2025,BOW243,marking out II and sheet metal ,BOW,02,PROF,25.0,0.0,45.0,5.0,5.0
2024/2025,BOW244,"CFAO and digital control numerical
control and CAM ",BOW,02,PROF,25.0,10.0,20.0,5.0,4.0
2024/2025,BOW245,Analysis and Design II ,BOW,02,PROF,22.0,20.0,0.0,3.0,3.0
2024/2025,BOW246,Academic Internship ,BOW,02,PROF,0.0,0.0,60.0,30.0,6.0
2024/2025,BOW247,"Industrial safety /Engineering
Management Law and Economics ",BOW,02,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,BST111,Mathematics I ,BST,01,FUND,30.0,25.0,0.0,5.0,4.0
2024/2025,BST112,Physics and Chemistry I ,BST,01,FUND,35.0,23.0,12.0,5.0,5.0
2024/2025,BST113,General construction processes ,BST,01,PROF,25.0,15.0,0.0,5.0,3.0
2024/2025,BST114,Design and building Technology ,BST,01,PROF,40.0,15.0,0.0,5.0,4.0
2024/2025,BST115,sites organization ,BST,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,BST116,"Architecture and resistance of
materials I ",BST,01,PROF,35.0,40.0,10.0,5.0,6.0
2024/2025,BST117,Bilingual Training ,BST,01,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,BST121,Mathematics II ,BST,01,FUND,30.0,25.0,0.0,5.0,4.0
2024/2025,BST122,Computer Science I ,BST,01,FUND,35.0,20.0,15.0,5.0,5.0
2024/2025,BST123,Design office and projects ,BST,01,PROF,40.0,20.0,10.0,5.0,5.0
2024/2025,BST124,Topography I ,BST,01,PROF,20.0,10.0,10.0,5.0,3.0
2024/2025,BST125,Reinforced concrete I ,BST,01,PROF,30.0,25.0,0.0,5.0,4.0
2024/2025,BST126,"Geotechnics and resistance of
materials II ",BST,01,PROF,55.0,20.0,10.0,5.0,6.0
2024/2025,BST127,"Creation of Company and Civic and
Moral Education ",BST,01,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,BST231,Mathematics III ,BST,02,FUND,30.0,30.0,0.0,0.0,4.0
2024/2025,BST232,Physics and Chemistry II ,BST,02,FUND,35.0,20.0,15.0,5.0,5.0
2024/2025,BST233,Equipment and Materials ,BST,02,PROF,55.0,20.0,0.0,0.0,5.0
2024/2025,BST234,Resistance of Materials III ,BST,02,PROF,20.0,10.0,10.0,5.0,3.0
2024/2025,BST235,"Reinforced concrete II and Computer
Assisted Drawing I",BST,02,PROF,35.0,15.0,35.0,5.0,6.0
2024/2025,BST236,Processes and techniques of realization ,BST,02,PROF,30.0,15.0,0.0,0.0,3.0
2024/2025,BST237,"Methodology of drafting internship
report / LAW ",BST,02,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,BST241,Statistics ,BST,02,FUND,30.0,30.0,0.0,0.0,4.0
2024/2025,BST242,Computer Science II ,BST,02,FUND,20.0,10.0,40.0,5.0,5.0
2024/2025,BST243,"Design office II and Computer
Assisted Drawing II ",BST,02,PROF,30.0,10.0,30.0,5.0,5.0
2024/2025,BST244,Foundations and retaining structures ,BST,02,PROF,20.0,10.0,15.0,0.0,3.0
2024/2025,BST245,Topography II and tests ,BST,02,PROF,25.0,10.0,20.0,5.0,4.0
2024/2025,BST246,Professional internship ,BST,02,PROF,0.0,0.0,60.0,30.0,6.0
2024/2025,BST247,Accounting and Economics ,BST,02,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,CFP1101,Anatomie - Physiologie,CFP,01,PROF,0.0,0.0,0.0,0.0,4.0
2024/2025,CFP1102,Pharmacologie,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1103,Secourisme,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1104,Vocabulaire Medical,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1105,Semiologie Generale,CFP,01,PROF,0.0,0.0,0.0,0.0,3.0
2024/2025,CFP1106,Semiologie Medicale,CFP,01,PROF,0.0,0.0,0.0,0.0,4.0
2024/2025,CFP1107,Semiologie Chirurgicale,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1108,Maladies Infectieuses Et Parasitaires,CFP,01,PROF,0.0,0.0,0.0,0.0,3.0
2024/2025,CFP1109,Techniques De Soins En Medecine,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1110,Pediatrie,CFP,01,PROF,0.0,0.0,0.0,0.0,3.0
2024/2025,CFP1111,Anatomie - Physiologie 2,CFP,01,PROF,0.0,0.0,0.0,0.0,4.0
2024/2025,CFP1141,Concepts Et Théories En Sciences Infirmières ,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1151,Histoire De La Profession Infirmière,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1201,Techniques De Soins En Chirurgie,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1202,Technique De Laboratoire,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1203,Deontologie,CFP,01,FOND,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1204,Medecine De Travail,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1205,Sante Publique,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1206,Semiologie Obstetricale,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1207,Obstetrique Et Soins Apparentes,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1208,Puericulture Et Soins Apparentes,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1209,Legislation,CFP,01,FOND,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1210,Français,CFP,01,TRANS,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1211,Anglais,CFP,01,TRANS,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1212,Informatique,CFP,01,TRANS,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1233,Premiers Secours ,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1324,Épidémiologie,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1325,Démographie,CFP,01,FOND,0.0,0.0,0.0,0.0,1.0
2024/2025,CFP1326,Planification Des Soins,CFP,01,PROF,0.0,0.0,0.0,0.0,2.0
2024/2025,CFP1327,Microbiologie 2,CFP,01,PROF,0.0,0.0,0.0,0.0,4.0
2024/2025,CFP1328,Santé Environnementale ,CFP,01,PROF,0.0,0.0,0.0,0.0,1.0
2024/2025,ELN111,Mathematics I ,ELN,01,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELN112,Physics and Chemistry ,ELN,01,FUND,40.0,20.0,10.0,5.0,5.0
2024/2025,ELN113,"Basics of Electricity and Electrical
circuit ",ELN,01,PROF,40.0,30.0,0.0,5.0,5.0
2024/2025,ELN114,Electrical Machines ,ELN,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELN115,Electronics and Automation ,ELN,01,PROF,40.0,20.0,10.0,5.0,5.0
2024/2025,ELN116,Construction Design ,ELN,01,PROF,25.0,10.0,5.0,5.0,3.0
2024/2025,ELN117,Bilingual Training ,ELN,01,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELN121,Mathematics II ,ELN,01,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELN122,Physics and Computer Science ,ELN,01,FUND,35.0,20.0,15.0,5.0,5.0
2024/2025,ELN123,"Measurement Technology and
Electronics",ELN,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELN124,Maintenance ,ELN,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELN125,"Power Electronics and actuator
control",ELN,01,PROF,30.0,0.0,25.0,5.0,4.0
2024/2025,ELN126,CAD in Electrical Engineering ,ELN,01,PROF,20.0,0.0,35.0,5.0,4.0
2024/2025,ELN127,"Business creation, Civil and ethical
Education ",ELN,01,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELN231,Mathematics III ,ELN,02,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELN232,Physics and Chemistry ,ELN,02,FUND,40.0,20.0,10.0,5.0,5.0
2024/2025,ELN233,Practical Work Electronic II ,ELN,02,PROF,25.0,15.0,15.0,5.0,4.0
2024/2025,ELN234,"Introduction in the Robotics
electronics ",ELN,02,PROF,40.0,0.0,30.0,5.0,5.0
2024/2025,ELN235,Maintenance of complexe Systems ,ELN,02,PROF,25.0,0.0,30.0,5.0,4.0
2024/2025,ELN236,"Data Processing and
Telecommunications Network ",ELN,02,PROF,30.0,15.0,25.0,5.0,5.0
2024/2025,ELN237,Accounting and labour law ,ELN,02,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELN241,Mathematics IV ,ELN,02,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELN242,Computer Science II ,ELN,02,FUND,40.0,20.0,10.0,5.0,5.0
2024/2025,ELN243,"Planing and Intervention in
Maintenance of complexe Systems ",ELN,02,PROF,40.0,15.0,0.0,5.0,4.0
2024/2025,ELN244,Home Electronics and Automation ,ELN,02,PROF,25.0,0.0,30.0,5.0,4.0
2024/2025,ELN245,Digital Electronics and power Control ,ELN,02,PROF,25.0,0.0,30.0,5.0,4.0
2024/2025,ELN246,Professional internship ,ELN,02,PROF,0.0,0.0,0.0,90.0,6.0
2024/2025,ELN247,Economy and business organization ,ELN,02,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELT 111,Mathematics I ,HNDET,01,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELT 112,Physics and Chemistry I ,HNDET,01,FUND,40.0,20.0,10.0,5.0,5.0
2024/2025,ELT 113,Basics of Electricity and Electrical circuit ,HNDET,01,PROF,40.0,30.0,0.0,5.0,5.0
2024/2025,ELT 114,Electrical Machines ,HNDET,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELT 115,Electronics and automation ,HNDET,01,PROF,40.0,20.0,10.0,5.0,5.0
2024/2025,ELT 116,Construction Design ,HNDET,01,PROF,25.0,10.0,5.0,5.0,3.0
2024/2025,ELT 117,Bilingual Training ,HNDET,01,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELT 121,Mathematics II ,HNDET,01,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELT 122,Physics and Computer Science ,HNDET,01,FUND,35.0,20.0,15.0,5.0,5.0
2024/2025,ELT 123,Electrical Machines and Measurment Technics ,HNDET,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELT 124,Electronics and signal processing ,HNDET,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELT 125,Power Electronics ,HNDET,01,PROF,30.0,0.0,25.0,5.0,4.0
2024/2025,ELT 126,CAD in Electrical Engineering ,HNDET,01,PROF,10.0,10.0,40.0,0.0,4.0
2024/2025,ELT 127,"Business creation, Civic and moral Education ",HNDET,01,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELT 231,Mathematics III ,HNDET,02,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELT 232,Physics and Chemistry III ,HNDET,02,FUND,40.0,20.0,10.0,5.0,5.0
2024/2025,ELT 233,Energy production and Schema ,HNDET,02,PROF,30.0,15.0,25.0,5.0,5.0
2024/2025,ELT 234,Servoing and Data communication ,HNDET,02,PROF,30.0,0.0,25.0,5.0,4.0
2024/2025,ELT 235,Advabced Electronics ,HNDET,02,PROF,30.0,0.0,25.0,5.0,4.0
2024/2025,ELT 236,Electrical Machines practicals works ,HNDET,02,PROF,30.0,0.0,40.0,5.0,5.0
2024/2025,ELT 237,Accounting and labour law ,HNDET,02,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELT 241,Mathematics IV ,HNDET,02,FUND,40.0,15.0,0.0,5.0,4.0
2024/2025,ELT 242,Computer science II ,HNDET,02,FUND,40.0,20.0,10.0,5.0,5.0
2024/2025,ELT 243,Maintenance and industrial Networks ,HNDET,02,PROF,30.0,20.0,20.0,5.0,5.0
2024/2025,ELT 244,Electrical Installation and Equipments ,HNDET,02,PROF,30.0,15.0,10.0,5.0,4.0
2024/2025,ELT 245,Practical Work Electrical Machine II ,HNDET,02,PROF,10.0,0.0,30.0,5.0,3.0
2024/2025,ELT 246,Internship ,HNDET,02,PROF,0.0,0.0,0.0,90.0,6.0
2024/2025,ELT 247,Economy and business organization ,HNDET,02,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,ELT111,Mathématiques I,BTSET,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,ELT112,Physique et Chimie,BTSET,01,FOND,35.0,23.0,12.0,5.0,5.0
2024/2025,ELT113,Electricité générale et Circuits électriques,BTSET,01,PROF,40.0,30.0,0.0,5.0,5.0
2024/2025,ELT114,Machine électrique I,BTSET,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELT115,Electronique et automatisme,BTSET,01,PROF,40.0,20.0,15.0,0.0,5.0
2024/2025,ELT116,Technologie de construction,BTSET,01,PROF,25.0,10.0,5.0,5.0,3.0
2024/2025,ELT117,Expression écrite et Formation bilingue,BTSET,01,TRANS,25.0,15.0,5.0,45.0,3.0
2024/2025,ELT121,Mathématiques II,BTSET,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,ELT122,Physique et Informatique,BTSET,01,FOND,35.0,20.0,15.0,5.0,5.0
2024/2025,ELT123,Machines électriques et techniques de mesures,BTSET,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELT124,Electronique et traitement du signal,BTSET,01,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELT125,Electronique de puissance,BTSET,01,PROF,30.0,30.0,0.0,0.0,4.0
2024/2025,ELT126,CAO en Génie électrique,BTSET,01,PROF,10.0,10.0,40.0,0.0,4.0
2024/2025,ELT127,"Création d’entreprise et Education civique et
éthique",BTSET,01,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,ELT231,Mathématiques III,BTSET,02,FOND,30.0,30.0,0.0,0.0,4.0
2024/2025,ELT232,Physique et Chimie,BTSET,02,FOND,35.0,20.0,15.0,5.0,5.0
2024/2025,ELT233,Productions et schémas,BTSET,02,PROF,45.0,25.0,0.0,5.0,5.0
2024/2025,ELT234,Asservissements et communication des données,BTSET,02,PROF,45.0,30.0,0.0,0.0,5.0
2024/2025,ELT235,Electronique III,BTSET,02,PROF,20.0,10.0,30.0,0.0,4.0
2024/2025,ELT236,TP Machines électrique I,BTSET,02,PROF,0.0,0.0,55.0,5.0,4.0
2024/2025,ELT237,Comptabilité et Droit du travail,BTSET,02,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,ELT241,Mathématiques IV,BTSET,02,FOND,30.0,30.0,0.0,0.0,4.0
2024/2025,ELT242,Informatique II,BTSET,02,FOND,20.0,10.0,40.0,5.0,5.0
2024/2025,ELT243,Maintenance et réseaux industriels,BTSET,02,PROF,30.0,10.0,15.0,5.0,4.0
2024/2025,ELT244,Installations électriques et appareillages,BTSET,02,PROF,30.0,15.0,10.0,5.0,4.0
2024/2025,ELT245,TP Machines électriques II,BTSET,02,PROF,0.0,0.0,60.0,0.0,4.0
2024/2025,ELT246,Stage professionnel,BTSET,02,PROF,0.0,0.0,60.0,30.0,6.0
2024/2025,ELT247,Economie,BTSET,02,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,FCL111,Mathématiques I,FCL,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,FCL112,TIC I,FCL,01,FOND,30.0,20.0,20.0,5.0,5.0
2024/2025,FCL113,Electronique et Electrotechnique,FCL,01,PROF,35.0,20.0,15.0,5.0,5.0
2024/2025,FCL114,Thermodynamique,FCL,01,PROF,20.0,15.0,5.0,5.0,3.0
2024/2025,FCL115,Transferts thermique,FCL,01,PROF,40.0,15.0,0.0,5.0,4.0
2024/2025,FCL116,Mécanique des fluides et technique de mesure,FCL,01,PROF,55.0,30.0,0.0,5.0,6.0
2024/2025,FCL117,Formation bilingue,FCL,01,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,FCL121,Mathématiques II,FCL,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,FCL122,Physique et Chimie I,FCL,01,FOND,30.0,20.0,20.0,5.0,5.0
2024/2025,FCL123,Technologies des installations frogorifiques,FCL,01,PROF,35.0,20.0,0.0,5.0,4.0
2024/2025,FCL124,Régulation et Gestion d’énergie,FCL,01,PROF,15.0,15.0,25.0,5.0,4.0
2024/2025,FCL125,Automatique et Ventilation,FCL,01,PROF,35.0,20.0,0.0,5.0,4.0
2024/2025,FCL126,"Hydraulique et Schémas électriques appliqués au
froid",FCL,01,PROF,50.0,25.0,10.0,5.0,6.0
2024/2025,FCL127,Economie et Gestion des entreprises,FCL,01,TRANS,25.0,15.0,0.0,5.0,3.0
2024/2025,FCL231,Mathématiques III,FCL,02,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,FCL232,Physique et Chimie II,FCL,02,FOND,30.0,25.0,15.0,5.0,5.0
2024/2025,FCL233,CAO et DAO,FCL,02,PROF,5.0,5.0,60.0,5.0,5.0
2024/2025,FCL234,Travaux pratiques,FCL,02,PROF,5.0,5.0,60.0,5.0,5.0
2024/2025,FCL235,Entrepôt frigorifique et installation,FCL,02,PROF,40.0,15.0,0.0,5.0,4.0
2024/2025,FCL236,Production du froid,FCL,02,PROF,25.0,15.0,15.0,5.0,4.0
2024/2025,FCL237,Méthodologie de rédaction du RDS,FCL,02,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,FCL241,Mathématiques IV,FCL,02,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,FCL242,Informatique II,FCL,02,FOND,30.0,25.0,15.0,5.0,5.0
2024/2025,FCL243,Matériaux,FCL,02,PROF,22.0,15.0,5.0,3.0,3.0
2024/2025,FCL244,"Electricité et Technologie des installations
frigorifiques",FCL,02,PROF,30.0,25.0,30.0,5.0,6.0
2024/2025,FCL245,Conservation frigorifique,FCL,02,PROF,20.0,10.0,10.0,5.0,3.0
2024/2025,FCL246,Stage académique,FCL,02,PROF,0.0,0.0,60.0,30.0,6.0
2024/2025,FCL247,Comptabilité et Economie,FCL,02,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,GTO111,Mathématiques I,GTO,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,GTO112,Physique et Chimie I,GTO,01,FOND,30.0,25.0,15.0,5.0,5.0
2024/2025,GTO113,Topométrie I,GTO,01,PROF,45.0,25.0,15.0,5.0,6.0
2024/2025,GTO114,Dessin Technique et Cartographie I,GTO,01,PROF,30.0,25.0,0.0,5.0,4.0
2024/2025,GTO115,Système Géographique I,GTO,01,PROF,35.0,20.0,0.0,5.0,4.0
2024/2025,GTO116,Géologie de l’ingénieur /Topologie,GTO,01,PROF,30.0,25.0,0.0,5.0,4.0
2024/2025,GTO117,Expression écrite et Formation bilingue,GTO,01,TRANS,25.0,17.0,0.0,3.0,3.0
2024/2025,GTO121,Mathématiques II,GTO,01,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,GTO122,Physique et Informatique,GTO,01,FOND,30.0,20.0,20.0,5.0,5.0
2024/2025,GTO123,Système Géographique II,GTO,01,PROF,35.0,20.0,0.0,5.0,4.0
2024/2025,GTO124,Dessin Technique et Cartographie II,GTO,01,PROF,15.0,25.0,15.0,5.0,4.0
2024/2025,GTO125,Régime Foncier et Domanial,GTO,01,PROF,27.0,15.0,0.0,3.0,3.0
2024/2025,GTO126,Calculs Topometriques II et Technologie Topometrique II,GTO,01,PROF,55.0,25.0,20.0,5.0,7.0
2024/2025,GTO127,"Création d’entreprise, Education civique et éthique",GTO,01,TRANS,26.0,15.0,0.0,4.0,3.0
2024/2025,GTO231,Mathématiques III,GTO,02,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,GTO232,Physique et Chimie II,GTO,02,FOND,35.0,20.0,15.0,5.0,5.0
2024/2025,GTO233,Système Géographique III et Télédétection,GTO,02,PROF,35.0,15.0,5.0,5.0,4.0
2024/2025,GTO234,Calculs Topometriques III,GTO,02,PROF,30.0,15.0,10.0,5.0,4.0
2024/2025,GTO235,Technologie Topometrique III,GTO,02,PROF,15.0,15.0,25.0,5.0,4.0
2024/2025,GTO236,Urbanisme et Dessin Assisté Par Ordinateur,GTO,02,PROF,35.0,20.0,30.0,5.0,6.0
2024/2025,GTO237,Méthodologie de rédaction du RDS,GTO,02,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,GTO241,Mathématiques IV,GTO,02,FOND,30.0,25.0,0.0,5.0,4.0
2024/2025,GTO242,Informatique II,GTO,02,FOND,20.0,10.0,40.0,5.0,5.0
2024/2025,GTO243,Topometrie IV,GTO,02,PROF,25.0,35.0,10.0,5.0,5.0
2024/2025,GTO244,Géodésie et Télédétection,GTO,02,PROF,35.0,15.0,20.0,5.0,5.0
2024/2025,GTO245,Voiries et Réseaux Divers,GTO,02,PROF,28.0,0.0,15.0,2.0,3.0
2024/2025,GTO246,Stage Professionnel,GTO,02,PROF,0.0,0.0,75.0,0.0,5.0
2024/2025,GTO247,Comptabilité et Economie,GTO,02,TRANS,27.0,15.0,0.0,3.0,3.0
2024/2025,IGL111,Outils Mathématiques I,IGL,01,FOND,45.0,25.0,0.0,5.0,5.0
2024/2025,IGL112,Environnement de base I,IGL,01,FOND,20.0,10.0,25.0,5.0,4.0
2024/2025,IGL113,Architecture,IGL,01,PROF,30.0,10.0,0.0,5.0,3.0
2024/2025,IGL114,Initiation à l’algorithmique,IGL,01,PROF,40.0,30.0,0.0,5.0,5.0
2024/2025,IGL115,Initiation au Génie logiciel,IGL,01,PROF,70.0,30.0,0.0,5.0,7.0
2024/2025,IGL116,Traitement des données multimédia,IGL,01,PROF,20.0,5.0,20.0,0.0,3.0
2024/2025,IGL117,Anglais et Comptabilité générale,IGL,01,TRANS,30.0,10.0,0.0,5.0,3.0
2024/2025,IGL121,Outils mathématiques II,IGL,01,FOND,35.0,20.0,0.0,5.0,4.0
2024/2025,IGL122,Environnement de base II,IGL,01,FOND,35.0,20.0,15.0,5.0,5.0
2024/2025,IGL123,Programmation I,IGL,01,PROF,20.0,10.0,25.0,5.0,4.0
